Data;Cliente ID;Produto SKU;Qtde
01/01/2021;C0030;AS002;1150
04/01/2021;C0004;VS002;1233
05/01/2021;C0027;AT002;1058
06/01/2021;C0001;AS003;808
07/01/2021;C0002;VS001;1151
08/01/2021;C0015;AS004;658
11/01/2021;C0003;AS005;895
12/01/2021;C0007;VS003;886
13/01/2021;C0010;VS004;934
14/01/2021;C0008;VS005;842
15/01/2021;C0009;CS001;813
18/01/2021;C0011;CT001;938
19/01/2021;C0014;CL001;1148
20/01/2021;C0016;CL002;814
21/01/2021;C0017;CT002;1055
22/01/2021;C0018;CT003;917
25/01/2021;C0021;CS004;741
26/01/2021;C0022;AL001;1030
27/01/2021;C0023;AL002;871
28/01/2021;C0024;AS001;718
29/01/2021;C0025;CS003;975
01/02/2021;C0028;AT001;1133
02/02/2021;C0029;CS002;1220
03/02/2021;C0013;AS002;757
04/02/2021;C0006;VS002;1238
05/02/2021;C0026;AT002;967
08/02/2021;C0020;AS003;827
09/02/2021;C0005;VS001;889
10/02/2021;C0012;AS004;1072
11/02/2021;C0019;AS005;989
12/02/2021;C0030;VS003;866
15/02/2021;C0004;VS004;657
16/02/2021;C0027;VS005;847
17/02/2021;C0001;CS001;856
18/02/2021;C0002;CT001;659
19/02/2021;C0015;CL001;982
22/02/2021;C0003;CL002;698
23/02/2021;C0007;CT002;804
24/02/2021;C0010;CT003;886
25/02/2021;C0008;CS004;692
26/02/2021;C0009;AL001;750
01/03/2021;C0011;AL002;1174
02/03/2021;C0014;AS001;660
03/03/2021;C0016;CS003;1223
04/03/2021;C0017;AT001;1099
05/03/2021;C0018;CS002;1162
08/03/2021;C0021;AS002;725
09/03/2021;C0022;VS002;703
10/03/2021;C0023;AT002;1162
11/03/2021;C0024;AS003;1181
12/03/2021;C0025;VS001;1088
15/03/2021;C0028;AS004;1040
16/03/2021;C0029;AS005;1062
17/03/2021;C0013;VS003;724
18/03/2021;C0006;VS004;1074
19/03/2021;C0026;VS005;1038
22/03/2021;C0020;CS001;1172
23/03/2021;C0005;CT001;1219
24/03/2021;C0012;CL001;986
25/03/2021;C0019;CL002;862
26/03/2021;C0030;CT002;1086
29/03/2021;C0004;CT003;912
30/03/2021;C0027;CS004;1062
31/03/2021;C0001;AL001;725
01/04/2021;C0002;AL002;759
02/04/2021;C0015;AS001;931
05/04/2021;C0003;CS003;705
06/04/2021;C0007;AT001;717
07/04/2021;C0010;CS002;974
08/04/2021;C0008;AS002;703
09/04/2021;C0009;VS002;805
12/04/2021;C0011;AT002;1107
13/04/2021;C0014;AS003;776
14/04/2021;C0016;VS001;1120
15/04/2021;C0017;AS004;1020
16/04/2021;C0018;AS005;911
19/04/2021;C0021;VS003;750
20/04/2021;C0022;VS004;816
21/04/2021;C0023;VS005;738
22/04/2021;C0024;CS001;963
23/04/2021;C0025;CT001;1131
26/04/2021;C0028;CL001;732
27/04/2021;C0029;CL002;746
28/04/2021;C0013;CT002;1189
29/04/2021;C0006;CT003;722
30/04/2021;C0026;CS004;769
03/05/2021;C0020;AL001;806
04/05/2021;C0005;AL002;1173
05/05/2021;C0012;AS001;1051
06/05/2021;C0019;CS003;1180
07/05/2021;C0030;AT001;796
10/05/2021;C0004;CS002;1102
11/05/2021;C0027;AS002;825
12/05/2021;C0001;VS002;1050
13/05/2021;C0002;AT002;911
14/05/2021;C0015;AS003;1199
17/05/2021;C0003;VS001;950
18/05/2021;C0007;AS004;1141
19/05/2021;C0010;AS005;699
20/05/2021;C0008;VS003;994
21/05/2021;C0009;VS004;1102
24/05/2021;C0011;VS005;788
25/05/2021;C0014;CS001;884
26/05/2021;C0016;CT001;896
27/05/2021;C0017;CL001;1190
28/05/2021;C0018;CL002;861
31/05/2021;C0021;CT002;924
01/06/2021;C0022;CT003;876
02/06/2021;C0023;CS004;822
03/06/2021;C0024;AL001;688
04/06/2021;C0025;AL002;1068
07/06/2021;C0028;AS001;748
08/06/2021;C0029;CS003;1200
09/06/2021;C0013;AT001;997
10/06/2021;C0006;CS002;1027
11/06/2021;C0026;AS002;1236
14/06/2021;C0020;VS002;772
15/06/2021;C0005;AT002;933
16/06/2021;C0012;AS003;1175
17/06/2021;C0019;VS001;1033
18/06/2021;C0030;AS004;803
21/06/2021;C0004;AS005;856
22/06/2021;C0027;VS003;958
23/06/2021;C0001;VS004;718
24/06/2021;C0002;VS005;938
25/06/2021;C0015;CS001;781
28/06/2021;C0003;CT001;1118
29/06/2021;C0007;CL001;895
30/06/2021;C0010;CL002;825
01/07/2021;C0008;CT002;1081
02/07/2021;C0009;CT003;692
05/07/2021;C0011;CS004;1014
06/07/2021;C0014;AL001;895
07/07/2021;C0016;AL002;879
08/07/2021;C0017;AS001;737
09/07/2021;C0018;CS003;1041
12/07/2021;C0021;AT001;1118
13/07/2021;C0022;CS002;738
14/07/2021;C0023;AS002;994
15/07/2021;C0024;VS002;781
16/07/2021;C0025;AT002;840
19/07/2021;C0028;AS003;928
20/07/2021;C0029;VS001;920
21/07/2021;C0013;AS004;780
22/07/2021;C0006;AS005;891
23/07/2021;C0026;VS003;1038
26/07/2021;C0020;VS004;926
27/07/2021;C0005;VS005;858
28/07/2021;C0012;CS001;996
29/07/2021;C0019;CT001;1056
30/07/2021;C0030;CL001;1200
02/08/2021;C0004;CL002;806
03/08/2021;C0027;CT002;1036
04/08/2021;C0001;CT003;738
05/08/2021;C0002;CS004;1136
06/08/2021;C0015;AL001;1103
09/08/2021;C0003;AL002;1193
10/08/2021;C0007;AS001;896
11/08/2021;C0010;CS003;1023
12/08/2021;C0008;AT001;984
13/08/2021;C0009;CS002;658
16/08/2021;C0011;AS002;1005
17/08/2021;C0014;VS002;1034
18/08/2021;C0016;AT002;889
19/08/2021;C0017;AS003;1218
20/08/2021;C0018;VS001;1114
23/08/2021;C0021;AS004;1147
24/08/2021;C0022;AS005;790
25/08/2021;C0023;VS003;1083
26/08/2021;C0024;VS004;1205
27/08/2021;C0025;VS005;836
30/08/2021;C0028;CS001;950
31/08/2021;C0029;CT001;1060
01/09/2021;C0013;CL001;914
02/09/2021;C0006;CL002;859
03/09/2021;C0026;CT002;760
06/09/2021;C0020;CT003;1148
07/09/2021;C0005;CS004;1000
08/09/2021;C0012;AL001;804
09/09/2021;C0019;AL002;841
10/09/2021;C0030;AS001;1203
13/09/2021;C0004;CS003;1147
14/09/2021;C0027;AT001;1242
15/09/2021;C0001;CS002;1210
16/09/2021;C0002;AS002;698
17/09/2021;C0015;VS002;1249
20/09/2021;C0003;AT002;1183
21/09/2021;C0007;AS003;981
22/09/2021;C0010;VS001;905
23/09/2021;C0008;AS004;1157
24/09/2021;C0009;AS005;1114
27/09/2021;C0011;VS003;1039
28/09/2021;C0014;VS004;954
29/09/2021;C0016;VS005;1127
30/09/2021;C0017;CS001;668
01/10/2021;C0018;CT001;896
04/10/2021;C0021;CL001;1016
05/10/2021;C0022;CL002;1031
06/10/2021;C0023;CT002;1176
07/10/2021;C0024;CT003;724
08/10/2021;C0025;CS004;772
11/10/2021;C0028;AL001;707
12/10/2021;C0029;AL002;1174
13/10/2021;C0013;AS001;857
14/10/2021;C0006;CS003;1210
15/10/2021;C0026;AT001;927
18/10/2021;C0020;CS002;926
19/10/2021;C0005;AS002;730
20/10/2021;C0012;VS002;758
21/10/2021;C0019;AT002;851
22/10/2021;C0030;AS003;1093
25/10/2021;C0004;VS001;815
26/10/2021;C0027;AS004;1207
27/10/2021;C0001;AS005;1044
28/10/2021;C0002;VS003;773
29/10/2021;C0015;VS004;918
01/11/2021;C0003;VS005;988
02/11/2021;C0007;CS001;815
03/11/2021;C0010;CT001;979
04/11/2021;C0008;CL001;1153
05/11/2021;C0009;CL002;917
08/11/2021;C0011;CT002;897
09/11/2021;C0014;CT003;783
10/11/2021;C0016;CS004;855
11/11/2021;C0017;AL001;1166
12/11/2021;C0018;AL002;887
15/11/2021;C0021;AS001;1081
16/11/2021;C0022;CS003;974
17/11/2021;C0023;AT001;932
18/11/2021;C0024;CS002;1020
19/11/2021;C0025;AS002;842
22/11/2021;C0028;VS002;1113
23/11/2021;C0029;AT002;855
24/11/2021;C0013;AS003;881
25/11/2021;C0006;VS001;670
26/11/2021;C0026;AS004;1210
29/11/2021;C0020;AS005;713
30/11/2021;C0005;VS003;768
01/12/2021;C0012;VS004;1235
02/12/2021;C0019;VS005;836
03/12/2021;C0030;CS001;749
06/12/2021;C0004;CT001;813
07/12/2021;C0027;CL001;916
08/12/2021;C0001;CL002;1176
09/12/2021;C0002;CT002;802
10/12/2021;C0015;CT003;912
13/12/2021;C0003;CS004;780
14/12/2021;C0007;AL001;1003
15/12/2021;C0010;AL002;770
16/12/2021;C0008;AS001;1200
17/12/2021;C0009;CS003;730
20/12/2021;C0011;AT001;873
21/12/2021;C0014;CS002;974
22/12/2021;C0016;AS002;702
23/12/2021;C0017;VS002;1105
24/12/2021;C0018;AT002;854
27/12/2021;C0021;AS003;1212
28/12/2021;C0022;VS001;1170
29/12/2021;C0023;AS004;1117
