Data;Cliente ID;Produto SKU;Qtde
03/01/2022;C0004;VS002;772
04/01/2022;C0027;AT002;1319
05/01/2022;C0001;AS003;1035
06/01/2022;C0002;VS001;866
07/01/2022;C0015;AS004;1191
10/01/2022;C0003;AS005;1051
11/01/2022;C0007;VS003;1063
12/01/2022;C0010;VS004;1042
13/01/2022;C0008;VS005;1071
14/01/2022;C0009;CS001;1193
17/01/2022;C0011;CT001;1331
18/01/2022;C0014;CL001;1041
19/01/2022;C0016;CL002;1151
20/01/2022;C0017;CT002;1277
21/01/2022;C0018;CT003;933
24/01/2022;C0021;CS004;1241
25/01/2022;C0022;AL001;938
26/01/2022;C0023;AL002;841
27/01/2022;C0024;AS001;1337
28/01/2022;C0025;CS003;815
31/01/2022;C0028;AT001;827
01/02/2022;C0029;CS002;1254
02/02/2022;C0013;AS002;1150
03/02/2022;C0006;VS002;862
04/02/2022;C0026;AT002;1297
07/02/2022;C0020;AS003;931
08/02/2022;C0005;VS001;1259
09/02/2022;C0012;AS004;1123
10/02/2022;C0019;AS005;1080
11/02/2022;C0030;VS003;809
14/02/2022;C0004;VS004;1251
15/02/2022;C0027;VS005;1189
16/02/2022;C0001;CS001;935
17/02/2022;C0002;CT001;1328
18/02/2022;C0015;CL001;1042
21/02/2022;C0003;CL002;1243
22/02/2022;C0007;CT002;1174
23/02/2022;C0010;CT003;928
24/02/2022;C0008;CS004;1057
25/02/2022;C0009;AL001;1101
28/02/2022;C0011;AL002;1165
01/03/2022;C0014;AS001;1134
02/03/2022;C0016;CS003;1266
03/03/2022;C0017;AT001;1291
04/03/2022;C0018;CS002;1189
07/03/2022;C0021;AS002;1173
08/03/2022;C0022;VS002;1192
09/03/2022;C0023;AT002;1073
10/03/2022;C0024;AS003;894
11/03/2022;C0025;VS001;1059
14/03/2022;C0028;AS004;893
15/03/2022;C0029;AS005;760
16/03/2022;C0013;VS003;766
17/03/2022;C0006;VS004;1054
18/03/2022;C0026;VS005;1132
21/03/2022;C0020;CS001;862
22/03/2022;C0005;CT001;1262
23/03/2022;C0012;CL001;1346
24/03/2022;C0019;CL002;1120
25/03/2022;C0030;CT002;1330
28/03/2022;C0004;CT003;1142
29/03/2022;C0027;CS004;778
30/03/2022;C0001;AL001;1184
31/03/2022;C0002;AL002;1301
01/04/2022;C0015;AS001;1317
04/04/2022;C0003;CS003;1247
05/04/2022;C0007;AT001;960
06/04/2022;C0010;CS002;990
07/04/2022;C0008;AS002;1228
08/04/2022;C0009;VS002;793
11/04/2022;C0011;AT002;1194
12/04/2022;C0014;AS003;1224
13/04/2022;C0016;VS001;1217
14/04/2022;C0017;AS004;792
15/04/2022;C0018;AS005;822
18/04/2022;C0021;VS003;779
19/04/2022;C0022;VS004;996
20/04/2022;C0023;VS005;806
21/04/2022;C0024;CS001;1327
22/04/2022;C0025;CT001;971
25/04/2022;C0028;CL001;1037
26/04/2022;C0029;CL002;1285
27/04/2022;C0013;CT002;1113
28/04/2022;C0006;CT003;908
29/04/2022;C0026;CS004;1288
02/05/2022;C0020;AL001;908
03/05/2022;C0005;AL002;1234
04/05/2022;C0012;AS001;1223
05/05/2022;C0019;CS003;813
06/05/2022;C0030;AT001;956
09/05/2022;C0004;CS002;1046
10/05/2022;C0027;AS002;1245
11/05/2022;C0001;VS002;888
12/05/2022;C0002;AT002;961
13/05/2022;C0015;AS003;1003
16/05/2022;C0003;VS001;909
17/05/2022;C0007;AS004;1233
18/05/2022;C0010;AS005;1195
19/05/2022;C0008;VS003;760
20/05/2022;C0009;VS004;1106
23/05/2022;C0011;VS005;976
24/05/2022;C0014;CS001;1327
25/05/2022;C0016;CT001;1112
26/05/2022;C0017;CL001;1091
27/05/2022;C0018;CL002;981
30/05/2022;C0021;CT002;805
31/05/2022;C0022;CT003;1123
01/06/2022;C0023;CS004;1119
02/06/2022;C0024;AL001;826
03/06/2022;C0025;AL002;878
06/06/2022;C0028;AS001;1153
07/06/2022;C0029;CS003;1284
08/06/2022;C0013;AT001;1119
09/06/2022;C0006;CS002;1080
10/06/2022;C0026;AS002;1163
13/06/2022;C0020;VS002;1124
14/06/2022;C0005;AT002;781
15/06/2022;C0012;AS003;1018
16/06/2022;C0019;VS001;755
17/06/2022;C0030;AS004;883
20/06/2022;C0004;AS005;1030
21/06/2022;C0027;VS003;1332
22/06/2022;C0001;VS004;753
23/06/2022;C0002;VS005;1125
24/06/2022;C0015;CS001;794
27/06/2022;C0003;CT001;754
28/06/2022;C0007;CL001;1157
29/06/2022;C0010;CL002;831
30/06/2022;C0008;CT002;1261
01/07/2022;C0009;CT003;1117
04/07/2022;C0011;CS004;1042
05/07/2022;C0014;AL001;1131
06/07/2022;C0016;AL002;1039
07/07/2022;C0017;AS001;1168
08/07/2022;C0018;CS003;1072
11/07/2022;C0021;AT001;1022
12/07/2022;C0022;CS002;1000
13/07/2022;C0023;AS002;896
14/07/2022;C0024;VS002;776
15/07/2022;C0025;AT002;963
18/07/2022;C0028;AS003;974
19/07/2022;C0029;VS001;976
20/07/2022;C0013;AS004;1089
21/07/2022;C0006;AS005;1228
22/07/2022;C0026;VS003;1075
25/07/2022;C0020;VS004;1024
26/07/2022;C0005;VS005;1300
27/07/2022;C0012;CS001;1156
28/07/2022;C0019;CT001;783
29/07/2022;C0030;CL001;1100
01/08/2022;C0004;CL002;1035
02/08/2022;C0027;CT002;1071
03/08/2022;C0001;CT003;1142
04/08/2022;C0002;CS004;898
05/08/2022;C0015;AL001;1192
08/08/2022;C0003;AL002;804
09/08/2022;C0007;AS001;877
10/08/2022;C0010;CS003;972
11/08/2022;C0008;AT001;1038
12/08/2022;C0009;CS002;893
15/08/2022;C0011;AS002;834
16/08/2022;C0014;VS002;1316
17/08/2022;C0016;AT002;1207
18/08/2022;C0017;AS003;1243
19/08/2022;C0018;VS001;1253
22/08/2022;C0021;AS004;809
23/08/2022;C0022;AS005;973
24/08/2022;C0023;VS003;818
25/08/2022;C0024;VS004;1237
26/08/2022;C0025;VS005;789
29/08/2022;C0028;CS001;991
30/08/2022;C0029;CT001;838
31/08/2022;C0013;CL001;985
01/09/2022;C0006;CL002;793
02/09/2022;C0026;CT002;1024
05/09/2022;C0020;CT003;811
06/09/2022;C0005;CS004;1173
07/09/2022;C0012;AL001;1068
08/09/2022;C0019;AL002;1236
09/09/2022;C0030;AS001;887
12/09/2022;C0004;CS003;796
13/09/2022;C0027;AT001;940
14/09/2022;C0001;CS002;964
15/09/2022;C0002;AS002;1052
16/09/2022;C0015;VS002;823
19/09/2022;C0003;AT002;1282
20/09/2022;C0007;AS003;963
21/09/2022;C0010;VS001;969
22/09/2022;C0008;AS004;775
23/09/2022;C0009;AS005;1200
26/09/2022;C0011;VS003;852
27/09/2022;C0014;VS004;938
28/09/2022;C0016;VS005;873
29/09/2022;C0017;CS001;968
30/09/2022;C0018;CT001;900
03/10/2022;C0021;CL001;1156
04/10/2022;C0022;CL002;1150
05/10/2022;C0023;CT002;1196
06/10/2022;C0024;CT003;1214
07/10/2022;C0025;CS004;901
10/10/2022;C0028;AL001;1221
11/10/2022;C0029;AL002;1257
12/10/2022;C0013;AS001;757
13/10/2022;C0006;CS003;1165
14/10/2022;C0026;AT001;1251
17/10/2022;C0020;CS002;834
18/10/2022;C0005;AS002;947
19/10/2022;C0012;VS002;808
20/10/2022;C0019;AT002;1272
21/10/2022;C0030;AS003;1186
24/10/2022;C0004;VS001;1217
25/10/2022;C0027;AS004;813
26/10/2022;C0001;AS005;1097
27/10/2022;C0002;VS003;883
28/10/2022;C0015;VS004;1246
31/10/2022;C0003;VS005;1022
01/11/2022;C0007;CS001;1145
02/11/2022;C0010;CT001;1265
03/11/2022;C0008;CL001;1256
04/11/2022;C0009;CL002;1088
07/11/2022;C0011;CT002;889
08/11/2022;C0014;CT003;853
09/11/2022;C0016;CS004;1143
10/11/2022;C0017;AL001;902
11/11/2022;C0018;AL002;925
14/11/2022;C0021;AS001;1279
15/11/2022;C0022;CS003;1336
16/11/2022;C0023;AT001;791
17/11/2022;C0024;CS002;764
18/11/2022;C0025;AS002;1328
21/11/2022;C0028;VS002;1150
22/11/2022;C0029;AT002;968
23/11/2022;C0013;AS003;794
24/11/2022;C0006;VS001;770
25/11/2022;C0026;AS004;1254
28/11/2022;C0020;AS005;1275
29/11/2022;C0005;VS003;1074
30/11/2022;C0012;VS004;778
01/12/2022;C0019;VS005;766
02/12/2022;C0030;CS001;1201
05/12/2022;C0004;CT001;932
06/12/2022;C0027;CL001;1232
07/12/2022;C0001;CL002;1308
08/12/2022;C0002;CT002;1213
09/12/2022;C0015;CT003;1124
12/12/2022;C0003;CS004;870
13/12/2022;C0007;AL001;911
14/12/2022;C0010;AL002;994
15/12/2022;C0008;AS001;787
16/12/2022;C0009;CS003;777
19/12/2022;C0011;AT001;1102
20/12/2022;C0014;CS002;901
21/12/2022;C0016;AS002;1291
22/12/2022;C0017;VS002;1243
23/12/2022;C0018;AT002;1143
26/12/2022;C0021;AS003;967
27/12/2022;C0022;VS001;1246
28/12/2022;C0023;AS004;933
29/12/2022;C0024;AS005;1147
30/12/2022;C0025;VS003;1117
03/01/2022;C0009;CS004;1135
04/01/2022;C0011;AL001;833
05/01/2022;C0014;AL002;982
06/01/2022;C0016;AS001;1154
07/01/2022;C0017;CS003;801
10/01/2022;C0018;AT001;1277
11/01/2022;C0021;CS002;885
12/01/2022;C0022;AS002;1288
13/01/2022;C0023;VS002;809
14/01/2022;C0024;AT002;1031
17/01/2022;C0025;AS003;762
18/01/2022;C0028;VS001;1181
19/01/2022;C0029;AS004;947
20/01/2022;C0013;AS005;986
21/01/2022;C0006;VS003;1040
24/01/2022;C0026;VS004;816
25/01/2022;C0020;VS005;1165
26/01/2022;C0005;CS001;922
27/01/2022;C0012;CT001;1125
28/01/2022;C0019;CL001;949
31/01/2022;C0030;CL002;1206
01/02/2022;C0004;CT002;1303
02/02/2022;C0027;CT003;1137
03/02/2022;C0001;CS004;1056
04/02/2022;C0002;AL001;1200
07/02/2022;C0015;AL002;961
08/02/2022;C0003;AS001;1279
09/02/2022;C0007;CS003;1312
10/02/2022;C0010;AT001;1079
11/02/2022;C0008;CS002;1036
14/02/2022;C0009;AS002;843
15/02/2022;C0011;VS002;1269
16/02/2022;C0014;AT002;1220
17/02/2022;C0016;AS003;895
18/02/2022;C0017;VS001;824
21/02/2022;C0018;AS004;917
22/02/2022;C0021;AS005;808
23/02/2022;C0022;VS003;1303
24/02/2022;C0023;VS004;789
25/02/2022;C0024;VS005;789
28/02/2022;C0025;CS001;769
01/03/2022;C0028;CT001;913
02/03/2022;C0029;CL001;1144
03/03/2022;C0013;CL002;1081
04/03/2022;C0006;CT002;812
07/03/2022;C0026;CT003;1310
08/03/2022;C0020;CS004;1240
09/03/2022;C0005;AL001;798
10/03/2022;C0012;AL002;1006
11/03/2022;C0019;AS001;1310
14/03/2022;C0030;CS003;1236
15/03/2022;C0004;AT001;831
16/03/2022;C0027;CS002;1053
17/03/2022;C0001;AS002;1233
18/03/2022;C0002;VS002;1224
21/03/2022;C0015;AT002;1232
22/03/2022;C0003;AS003;957
23/03/2022;C0007;VS001;1123
24/03/2022;C0010;AS004;1339
25/03/2022;C0008;AS005;1138
28/03/2022;C0009;VS003;1187
29/03/2022;C0011;VS004;1114
30/03/2022;C0014;VS005;1064
31/03/2022;C0016;CS001;888
01/04/2022;C0017;CT001;978
04/04/2022;C0018;CL001;1303
