Data;Cliente ID;Produto SKU;Qtde
01/01/2024;C0030;AS002;1260
02/01/2024;C0004;VS002;1486
03/01/2024;C0027;AT002;1575
04/01/2024;C0001;AS003;1729
05/01/2024;C0002;VS001;987
08/01/2024;C0015;AS004;1146
09/01/2024;C0003;AS005;1472
10/01/2024;C0007;VS003;987
11/01/2024;C0010;VS004;1050
12/01/2024;C0008;VS005;1502
15/01/2024;C0009;CS001;1271
16/01/2024;C0011;CT001;1011
17/01/2024;C0014;CL001;992
18/01/2024;C0016;CL002;1669
19/01/2024;C0017;CT002;1667
22/01/2024;C0018;CT003;1682
23/01/2024;C0021;CS004;1427
24/01/2024;C0022;AL001;1538
25/01/2024;C0023;AL002;1105
26/01/2024;C0024;AS001;1063
29/01/2024;C0025;CS003;1133
30/01/2024;C0028;AT001;1686
31/01/2024;C0029;CS002;1251
01/02/2024;C0013;AS002;1385
02/02/2024;C0006;VS002;1353
05/02/2024;C0026;AT002;1053
06/02/2024;C0020;AS003;1505
07/02/2024;C0005;VS001;1361
08/02/2024;C0012;AS004;1646
09/02/2024;C0019;AS005;1629
12/02/2024;C0030;VS003;1735
13/02/2024;C0004;VS004;1706
14/02/2024;C0027;VS005;1115
15/02/2024;C0001;CS001;1445
16/02/2024;C0002;CT001;975
19/02/2024;C0015;CL001;1709
20/02/2024;C0003;CL002;1435
21/02/2024;C0007;CT002;1474
22/02/2024;C0010;CT003;1302
23/02/2024;C0008;CS004;1719
26/02/2024;C0009;AL001;975
27/02/2024;C0011;AL002;1673
28/02/2024;C0014;AS001;1217
29/02/2024;C0016;CS003;974
01/03/2024;C0017;AT001;1640
04/03/2024;C0018;CS002;1274
05/03/2024;C0021;AS002;1298
06/03/2024;C0022;VS002;968
07/03/2024;C0023;AT002;1686
08/03/2024;C0024;AS003;1478
11/03/2024;C0025;VS001;1476
12/03/2024;C0028;AS004;969
13/03/2024;C0029;AS005;1162
14/03/2024;C0013;VS003;1425
15/03/2024;C0006;VS004;1372
18/03/2024;C0026;VS005;1098
19/03/2024;C0020;CS001;1482
20/03/2024;C0005;CT001;1262
21/03/2024;C0012;CL001;1642
22/03/2024;C0019;CL002;1358
25/03/2024;C0030;CT002;1555
26/03/2024;C0004;CT003;1436
27/03/2024;C0027;CS004;1518
28/03/2024;C0001;AL001;1746
29/03/2024;C0002;AL002;1484
01/04/2024;C0015;AS001;1541
02/04/2024;C0003;CS003;1015
03/04/2024;C0007;AT001;1320
04/04/2024;C0010;CS002;1724
05/04/2024;C0008;AS002;1065
08/04/2024;C0009;VS002;1132
09/04/2024;C0011;AT002;1118
10/04/2024;C0014;AS003;1004
11/04/2024;C0016;VS001;1674
12/04/2024;C0017;AS004;1248
15/04/2024;C0018;AS005;1199
16/04/2024;C0021;VS003;1092
17/04/2024;C0022;VS004;1235
18/04/2024;C0023;VS005;1616
19/04/2024;C0024;CS001;1533
22/04/2024;C0025;CT001;950
23/04/2024;C0028;CL001;1391
24/04/2024;C0029;CL002;1449
25/04/2024;C0013;CT002;1196
26/04/2024;C0006;CT003;1248
29/04/2024;C0026;CS004;1646
30/04/2024;C0020;AL001;1134
01/05/2024;C0005;AL002;1663
02/05/2024;C0012;AS001;1177
03/05/2024;C0019;CS003;1325
06/05/2024;C0030;AT001;1190
07/05/2024;C0004;CS002;1198
08/05/2024;C0027;AS002;1053
09/05/2024;C0001;VS002;1442
10/05/2024;C0002;AT002;1724
13/05/2024;C0015;AS003;1619
14/05/2024;C0003;VS001;1644
15/05/2024;C0007;AS004;1274
16/05/2024;C0010;AS005;1371
17/05/2024;C0008;VS003;1393
20/05/2024;C0009;VS004;1663
21/05/2024;C0011;VS005;1646
22/05/2024;C0014;CS001;1507
23/05/2024;C0016;CT001;1577
24/05/2024;C0017;CL001;991
27/05/2024;C0018;CL002;1537
28/05/2024;C0021;CT002;1458
29/05/2024;C0022;CT003;1390
30/05/2024;C0023;CS004;1226
31/05/2024;C0024;AL001;1566
03/06/2024;C0025;AL002;1580
04/06/2024;C0028;AS001;978
05/06/2024;C0029;CS003;1399
06/06/2024;C0013;AT001;989
07/06/2024;C0006;CS002;1301
10/06/2024;C0026;AS002;1684
11/06/2024;C0020;VS002;1486
12/06/2024;C0005;AT002;1561
13/06/2024;C0012;AS003;1225
14/06/2024;C0019;VS001;1367
17/06/2024;C0030;AS004;1360
18/06/2024;C0004;AS005;1425
19/06/2024;C0027;VS003;951
20/06/2024;C0001;VS004;1390
21/06/2024;C0002;VS005;1560
24/06/2024;C0015;CS001;1359
25/06/2024;C0003;CT001;1214
26/06/2024;C0007;CL001;1730
27/06/2024;C0010;CL002;1091
28/06/2024;C0008;CT002;1384
01/07/2024;C0009;CT003;1209
02/07/2024;C0011;CS004;1220
03/07/2024;C0014;AL001;1416
04/07/2024;C0016;AL002;1749
05/07/2024;C0017;AS001;1169
08/07/2024;C0018;CS003;1658
09/07/2024;C0021;AT001;1011
10/07/2024;C0022;CS002;1491
11/07/2024;C0023;AS002;1258
12/07/2024;C0024;VS002;1181
15/07/2024;C0025;AT002;1208
16/07/2024;C0028;AS003;1300
17/07/2024;C0029;VS001;1390
18/07/2024;C0013;AS004;1275
19/07/2024;C0006;AS005;1341
22/07/2024;C0026;VS003;1506
23/07/2024;C0020;VS004;1701
24/07/2024;C0005;VS005;1213
25/07/2024;C0012;CS001;1189
26/07/2024;C0019;CT001;1206
29/07/2024;C0030;CL001;1219
30/07/2024;C0004;CL002;1190
31/07/2024;C0027;CT002;1700
01/08/2024;C0001;CT003;1543
02/08/2024;C0002;CS004;1138
05/08/2024;C0015;AL001;1551
06/08/2024;C0003;AL002;1141
07/08/2024;C0007;AS001;1654
08/08/2024;C0010;CS003;1343
09/08/2024;C0008;AT001;1173
12/08/2024;C0009;CS002;1722
13/08/2024;C0011;AS002;1140
14/08/2024;C0014;VS002;1209
15/08/2024;C0016;AT002;1382
16/08/2024;C0017;AS003;1718
19/08/2024;C0018;VS001;1313
20/08/2024;C0021;AS004;1157
21/08/2024;C0022;AS005;1625
22/08/2024;C0023;VS003;1551
23/08/2024;C0024;VS004;1225
26/08/2024;C0025;VS005;1095
27/08/2024;C0028;CS001;1465
28/08/2024;C0029;CT001;1629
29/08/2024;C0013;CL001;1289
30/08/2024;C0006;CL002;1164
02/09/2024;C0026;CT002;1468
03/09/2024;C0020;CT003;1251
04/09/2024;C0005;CS004;1222
05/09/2024;C0012;AL001;1119
06/09/2024;C0019;AL002;1167
09/09/2024;C0030;AS001;1033
10/09/2024;C0004;CS003;1679
11/09/2024;C0027;AT001;1499
12/09/2024;C0001;CS002;1283
13/09/2024;C0002;AS002;1374
16/09/2024;C0015;VS002;1251
17/09/2024;C0003;AT002;1631
18/09/2024;C0007;AS003;1233
19/09/2024;C0010;VS001;1425
20/09/2024;C0008;AS004;1286
23/09/2024;C0009;AS005;1467
24/09/2024;C0011;VS003;1333
25/09/2024;C0014;VS004;1742
26/09/2024;C0016;VS005;1172
27/09/2024;C0017;CS001;1744
30/09/2024;C0018;CT001;1041
