Data;Cliente ID;Produto SKU;Qtde
01/01/2026;C0012;VS004;392
01/01/2026;C0014;AL001;100
01/01/2026;C0014;CT003;389
01/01/2026;C0001;AS001;431
01/01/2026;C0002;CL002;634
01/01/2026;C0011;VS005;191
02/01/2026;C0002;AS001;581
02/01/2026;C0017;CT003;736
02/01/2026;C0009;VS001;894
02/01/2026;C0011;AL001;148
02/01/2026;C0010;CT003;593
02/01/2026;C0015;VS004;559
05/01/2026;C0026;AS002;506
05/01/2026;C0027;AS001;597
05/01/2026;C0004;VS004;234
05/01/2026;C0011;AT001;272
05/01/2026;C0007;AL002;414
05/01/2026;C0014;AL001;748
06/01/2026;C0027;VS003;716
06/01/2026;C0004;CT003;876
06/01/2026;C0004;CT001;647
06/01/2026;C0005;AL001;904
06/01/2026;C0030;CT002;411
06/01/2026;C0025;AS001;947
07/01/2026;C0005;VS005;468
07/01/2026;C0026;AS004;484
07/01/2026;C0007;CS001;527
07/01/2026;C0014;CS003;535
07/01/2026;C0014;CT003;698
07/01/2026;C0013;VS004;585
08/01/2026;C0019;CT001;523
08/01/2026;C0027;AS004;402
08/01/2026;C0029;CS004;263
08/01/2026;C0020;CT003;865
08/01/2026;C0002;CS001;929
08/01/2026;C0006;AS001;934
09/01/2026;C0001;VS005;849
09/01/2026;C0016;AT001;339
09/01/2026;C0028;CS004;789
09/01/2026;C0005;VS004;506
09/01/2026;C0004;VS002;389
09/01/2026;C0013;CS003;709
12/01/2026;C0017;AS003;866
12/01/2026;C0020;VS001;929
12/01/2026;C0028;AL001;245
12/01/2026;C0016;VS002;605
12/01/2026;C0012;VS001;186
12/01/2026;C0016;VS002;101
13/01/2026;C0012;AS002;683
13/01/2026;C0026;CT001;315
13/01/2026;C0029;VS001;217
13/01/2026;C0010;AT001;187
13/01/2026;C0004;VS005;430
13/01/2026;C0003;VS005;633
14/01/2026;C0013;AS002;539
14/01/2026;C0028;AS004;320
14/01/2026;C0007;AS003;334
14/01/2026;C0001;CT002;485
14/01/2026;C0027;CS004;213
14/01/2026;C0027;VS002;797
15/01/2026;C0013;AS003;908
15/01/2026;C0026;CL001;267
15/01/2026;C0014;VS002;294
15/01/2026;C0003;CL002;770
15/01/2026;C0014;VS001;445
15/01/2026;C0017;AS001;776
16/01/2026;C0005;CS004;102
16/01/2026;C0006;VS003;198
16/01/2026;C0008;VS005;978
16/01/2026;C0017;CT002;850
16/01/2026;C0005;AT001;143
16/01/2026;C0012;AS004;910
19/01/2026;C0023;AS003;935
19/01/2026;C0024;VS003;177
19/01/2026;C0009;VS002;975
19/01/2026;C0015;CS002;844
19/01/2026;C0017;CT001;785
19/01/2026;C0018;AT002;977
20/01/2026;C0004;AL001;668
20/01/2026;C0008;CT003;168
20/01/2026;C0027;CS003;161
20/01/2026;C0008;VS001;852
20/01/2026;C0001;AT002;378
20/01/2026;C0018;AL002;903
21/01/2026;C0026;AS001;753
21/01/2026;C0012;VS003;132
21/01/2026;C0026;CS001;864
21/01/2026;C0011;CT001;909
21/01/2026;C0013;AS003;304
21/01/2026;C0009;AS004;411
22/01/2026;C0024;CL002;990
22/01/2026;C0019;AT001;995
22/01/2026;C0023;CS003;377
22/01/2026;C0012;AT001;880
22/01/2026;C0029;VS005;609
22/01/2026;C0026;VS002;566
23/01/2026;C0026;AS005;281
23/01/2026;C0015;VS005;273
23/01/2026;C0024;AS003;858
23/01/2026;C0025;AS004;863
23/01/2026;C0022;AS005;775
23/01/2026;C0002;AS001;202
26/01/2026;C0017;AS002;557
26/01/2026;C0030;CL002;293
26/01/2026;C0018;CS001;732
26/01/2026;C0011;CL002;478
26/01/2026;C0021;AS002;153
26/01/2026;C0024;AT002;779
27/01/2026;C0009;AT002;156
27/01/2026;C0027;AL001;313
27/01/2026;C0029;VS002;940
27/01/2026;C0023;VS004;936
27/01/2026;C0021;CL002;788
27/01/2026;C0002;AL001;483
28/01/2026;C0005;AT002;678
28/01/2026;C0019;CS001;268
28/01/2026;C0028;VS005;478
28/01/2026;C0028;VS004;159
28/01/2026;C0029;AL001;164
28/01/2026;C0022;AT002;829
29/01/2026;C0021;AS004;164
29/01/2026;C0019;AS002;972
29/01/2026;C0008;CT001;361
29/01/2026;C0023;AL002;794
29/01/2026;C0024;AL002;705
29/01/2026;C0001;CT002;315
30/01/2026;C0024;CL001;757
30/01/2026;C0008;CT003;223
30/01/2026;C0007;CS003;105
30/01/2026;C0023;VS002;484
30/01/2026;C0011;CT001;662
30/01/2026;C0024;CT001;131
02/02/2026;C0006;AS003;632
02/02/2026;C0014;AS002;673
02/02/2026;C0002;CS002;479
02/02/2026;C0015;VS004;679
02/02/2026;C0007;VS001;749
02/02/2026;C0025;CL002;997
03/02/2026;C0002;CL002;986
03/02/2026;C0013;CT002;228
03/02/2026;C0017;VS005;292
03/02/2026;C0006;CS004;522
03/02/2026;C0007;AS003;605
03/02/2026;C0019;AS005;593
04/02/2026;C0008;CS003;893
04/02/2026;C0020;AS003;777
04/02/2026;C0003;CS001;244
04/02/2026;C0011;VS004;805
04/02/2026;C0012;AS004;603
04/02/2026;C0006;CS001;682
05/02/2026;C0013;AT002;895
05/02/2026;C0027;VS001;876
05/02/2026;C0028;VS001;101
05/02/2026;C0017;AS005;626
05/02/2026;C0007;CS004;297
05/02/2026;C0003;CL001;234
06/02/2026;C0005;CT001;578
06/02/2026;C0016;VS002;658
06/02/2026;C0017;CS003;975
06/02/2026;C0028;VS004;641
06/02/2026;C0016;CT003;278
06/02/2026;C0002;AS001;919
09/02/2026;C0029;CS002;394
09/02/2026;C0014;AS001;342
09/02/2026;C0030;AS005;643
09/02/2026;C0029;CL002;547
09/02/2026;C0009;VS005;292
09/02/2026;C0011;CS003;886
10/02/2026;C0010;AL001;342
10/02/2026;C0006;CT003;747
10/02/2026;C0016;AS003;261
10/02/2026;C0024;CT001;147
10/02/2026;C0024;AS002;626
10/02/2026;C0011;AS001;378
11/02/2026;C0014;VS005;476
11/02/2026;C0020;VS001;645
11/02/2026;C0008;AL001;510
11/02/2026;C0006;CS002;297
11/02/2026;C0029;CS001;977
11/02/2026;C0018;VS002;899
12/02/2026;C0018;AS001;105
12/02/2026;C0006;AL002;884
12/02/2026;C0012;CT003;100
12/02/2026;C0012;AS003;834
12/02/2026;C0024;VS002;374
12/02/2026;C0020;CS001;218
13/02/2026;C0010;VS003;901
13/02/2026;C0004;CL002;416
13/02/2026;C0001;AS004;621
13/02/2026;C0009;CT001;518
13/02/2026;C0016;VS003;535
13/02/2026;C0010;AS004;673
16/02/2026;C0021;CS002;151
16/02/2026;C0011;CS002;914
16/02/2026;C0015;CS001;719
16/02/2026;C0021;CT003;705
16/02/2026;C0030;VS005;663
16/02/2026;C0023;AT001;588
17/02/2026;C0001;AS004;942
17/02/2026;C0029;AL001;482
17/02/2026;C0022;AL002;221
17/02/2026;C0010;CT002;425
17/02/2026;C0003;AS001;874
17/02/2026;C0002;VS005;946
18/02/2026;C0020;AL002;384
18/02/2026;C0006;CT002;135
18/02/2026;C0009;CL001;888
18/02/2026;C0021;VS005;257
18/02/2026;C0006;CS002;679
18/02/2026;C0004;VS003;433
19/02/2026;C0011;AT002;304
19/02/2026;C0021;CT002;727
19/02/2026;C0026;AS001;816
19/02/2026;C0022;CS002;568
19/02/2026;C0019;CT001;487
19/02/2026;C0028;CS002;519
20/02/2026;C0006;AS005;525
20/02/2026;C0024;AS004;713
20/02/2026;C0002;CS001;393
20/02/2026;C0024;AS004;861
20/02/2026;C0012;CS003;537
20/02/2026;C0030;VS002;608
23/02/2026;C0029;AL002;811
23/02/2026;C0024;AS003;722
23/02/2026;C0004;VS001;538
23/02/2026;C0017;CT001;564
23/02/2026;C0013;AT002;897
23/02/2026;C0012;AT001;766
24/02/2026;C0007;AS002;194
24/02/2026;C0013;CL002;123
24/02/2026;C0024;CT001;612
24/02/2026;C0015;AS001;692
24/02/2026;C0025;AT001;556
24/02/2026;C0002;AS003;866
25/02/2026;C0028;VS005;689
25/02/2026;C0004;VS001;676
25/02/2026;C0004;CS001;248
25/02/2026;C0019;CS004;143
25/02/2026;C0005;CS004;630
25/02/2026;C0001;CT001;672
26/02/2026;C0013;CT003;950
26/02/2026;C0023;VS002;653
26/02/2026;C0016;AS003;708
26/02/2026;C0017;CS001;124
26/02/2026;C0026;CS002;102
26/02/2026;C0021;VS002;840
27/02/2026;C0030;CT002;838
27/02/2026;C0022;AS002;294
27/02/2026;C0012;AT002;994
27/02/2026;C0029;AS001;383
27/02/2026;C0026;CS001;202
27/02/2026;C0009;VS002;450
02/03/2026;C0011;VS002;401
02/03/2026;C0004;AS003;442
02/03/2026;C0007;CL001;227
02/03/2026;C0014;AS004;422
02/03/2026;C0002;VS005;302
02/03/2026;C0012;VS001;682
03/03/2026;C0025;AS004;249
03/03/2026;C0014;AL002;603
03/03/2026;C0017;AS001;401
03/03/2026;C0002;CL002;796
03/03/2026;C0026;AT001;556
03/03/2026;C0001;AS003;568
04/03/2026;C0016;AT002;442
04/03/2026;C0011;AS002;629
04/03/2026;C0028;CS001;391
04/03/2026;C0001;AT001;375
04/03/2026;C0015;AT001;339
04/03/2026;C0002;AL002;806
05/03/2026;C0004;AS003;945
05/03/2026;C0018;AT002;519
05/03/2026;C0018;AL001;100
05/03/2026;C0006;CS003;909
05/03/2026;C0027;AS002;338
05/03/2026;C0022;VS004;473
06/03/2026;C0023;CS001;468
06/03/2026;C0028;CT001;399
06/03/2026;C0001;VS002;476
06/03/2026;C0008;VS001;348
06/03/2026;C0025;CT003;305
06/03/2026;C0002;AS003;688
