Data;Ordem de Venda;Cliente ID;Produto SKU;Qtde;Vencimento;Pagamento;Previsão de Entrega;Entrega Efetiva
2029-01-01 00:00:00;SO522015;C0018;CS004;658;2029-03-05 00:00:00;2029-03-01 00:00:00;2029-01-05 00:00:00;2029-01-01 00:00:00
2029-01-01 00:00:00;SO128177;C0025;VS001;693;2029-01-29 00:00:00;2029-02-04 00:00:00;2029-01-09 00:00:00;2029-01-15 00:00:00
2029-01-01 00:00:00;SO363087;C0006;AL002;658;2029-03-05 00:00:00;2029-03-01 00:00:00;2029-01-03 00:00:00;2028-12-30 00:00:00
2029-01-01 00:00:00;SO536483;C0008;CT001;319;2029-02-26 00:00:00;2029-02-26 00:00:00;2029-01-04 00:00:00;2029-01-04 00:00:00
2029-01-01 00:00:00;SO128177;C0025;CS003;1262;2029-01-29 00:00:00;2029-01-22 00:00:00;2029-01-09 00:00:00;2029-01-02 00:00:00
2029-01-01 00:00:00;SO536483;C0008;CS003;1157;2029-02-26 00:00:00;2029-02-18 00:00:00;2029-01-04 00:00:00;2028-12-27 00:00:00
2029-01-01 00:00:00;SO522015;C0018;CL001;883;2029-03-05 00:00:00;2029-03-05 00:00:00;2029-01-05 00:00:00;2029-01-05 00:00:00
2029-01-01 00:00:00;SO536483;C0008;AS002;1038;2029-02-26 00:00:00;2029-03-01 00:00:00;2029-01-04 00:00:00;2029-01-07 00:00:00
2029-01-01 00:00:00;SO128177;C0025;CL001;735;2029-01-29 00:00:00;2029-01-28 00:00:00;2029-01-09 00:00:00;2029-01-08 00:00:00
2029-01-01 00:00:00;SO363087;C0006;VS002;701;2029-03-05 00:00:00;2029-03-04 00:00:00;2029-01-03 00:00:00;2029-01-02 00:00:00
2029-01-01 00:00:00;SO363087;C0006;VS001;1054;2029-03-05 00:00:00;2029-02-23 00:00:00;2029-01-03 00:00:00;2028-12-24 00:00:00
2029-01-01 00:00:00;SO128177;C0025;CT001;370;2029-01-29 00:00:00;2029-01-27 00:00:00;2029-01-09 00:00:00;2029-01-07 00:00:00
2029-01-01 00:00:00;SO536483;C0008;CT003;1113;2029-02-26 00:00:00;2029-03-02 00:00:00;2029-01-04 00:00:00;2029-01-08 00:00:00
