Data;Cliente ID;Produto SKU;Qtde
01/01/2025;C0019;AT002;976
01/01/2025;C0024;VS001;379
01/01/2025;C0030;VS003;583
01/01/2025;C0026;AT002;712
01/01/2025;C0017;AS001;578
01/01/2025;C0016;VS005;455
02/01/2025;C0028;VS002;224
02/01/2025;C0013;CT003;986
02/01/2025;C0025;CT003;849
02/01/2025;C0011;AT001;478
02/01/2025;C0006;CS002;237
02/01/2025;C0010;VS003;475
03/01/2025;C0014;VS005;477
03/01/2025;C0010;CS004;978
03/01/2025;C0017;VS003;454
03/01/2025;C0020;CS003;443
03/01/2025;C0014;AT002;834
03/01/2025;C0007;CS002;652
06/01/2025;C0013;AS002;751
06/01/2025;C0007;CS001;809
06/01/2025;C0010;CL001;181
06/01/2025;C0011;VS002;545
06/01/2025;C0005;CS003;626
06/01/2025;C0019;VS002;114
07/01/2025;C0016;AT001;205
07/01/2025;C0022;CS001;157
07/01/2025;C0001;CL002;247
07/01/2025;C0028;CS002;313
07/01/2025;C0023;AS001;738
07/01/2025;C0027;CT002;313
08/01/2025;C0024;CT002;452
08/01/2025;C0013;VS005;387
08/01/2025;C0028;VS002;142
08/01/2025;C0015;CT002;991
08/01/2025;C0006;AL001;349
08/01/2025;C0023;AL001;525
09/01/2025;C0025;CL002;502
09/01/2025;C0020;VS005;502
09/01/2025;C0016;AS001;456
09/01/2025;C0009;VS004;544
09/01/2025;C0005;AS003;833
09/01/2025;C0020;VS003;485
10/01/2025;C0006;VS002;270
10/01/2025;C0023;CT002;190
10/01/2025;C0022;AS005;564
10/01/2025;C0004;AT001;531
10/01/2025;C0027;AS001;200
10/01/2025;C0004;CS004;276
13/01/2025;C0011;AL002;212
13/01/2025;C0004;AS005;546
13/01/2025;C0020;AL002;998
13/01/2025;C0029;CS001;580
13/01/2025;C0016;CT003;259
13/01/2025;C0021;CT003;345
14/01/2025;C0017;AS002;693
14/01/2025;C0025;AS001;115
14/01/2025;C0025;AT002;411
14/01/2025;C0019;VS005;755
14/01/2025;C0030;CL001;210
14/01/2025;C0027;CT001;932
15/01/2025;C0016;CL002;490
15/01/2025;C0022;AT001;565
15/01/2025;C0029;CS004;322
15/01/2025;C0023;CS001;500
15/01/2025;C0021;AT002;557
15/01/2025;C0024;CS002;181
16/01/2025;C0014;CT002;557
16/01/2025;C0026;AL002;178
16/01/2025;C0028;AS002;386
16/01/2025;C0012;AS003;306
16/01/2025;C0024;VS003;249
16/01/2025;C0021;CS004;716
17/01/2025;C0016;AT002;756
17/01/2025;C0006;AL001;617
17/01/2025;C0014;CS003;332
17/01/2025;C0012;AT001;741
17/01/2025;C0015;VS001;296
17/01/2025;C0018;AS003;184
20/01/2025;C0007;AS002;488
20/01/2025;C0009;VS005;644
20/01/2025;C0030;CS002;572
20/01/2025;C0022;VS003;268
20/01/2025;C0009;AT001;336
20/01/2025;C0030;CS003;137
21/01/2025;C0028;CS002;301
21/01/2025;C0005;CT001;657
21/01/2025;C0007;CT003;883
21/01/2025;C0017;CL001;901
21/01/2025;C0007;CL002;164
21/01/2025;C0003;AS004;413
22/01/2025;C0030;AT002;958
22/01/2025;C0019;VS002;755
22/01/2025;C0009;AT001;313
22/01/2025;C0016;AS005;945
22/01/2025;C0024;AT001;872
22/01/2025;C0025;CS002;545
23/01/2025;C0020;CS001;605
23/01/2025;C0002;VS003;426
23/01/2025;C0007;AS005;116
23/01/2025;C0018;VS002;842
23/01/2025;C0010;CL001;360
23/01/2025;C0018;VS001;736
24/01/2025;C0024;CT002;172
24/01/2025;C0021;VS002;672
24/01/2025;C0025;VS002;735
24/01/2025;C0027;AL001;845
24/01/2025;C0017;VS001;558
24/01/2025;C0004;CS002;758
27/01/2025;C0004;CT003;599
27/01/2025;C0016;VS004;521
27/01/2025;C0011;AT001;592
27/01/2025;C0009;CS001;592
27/01/2025;C0020;AS002;218
27/01/2025;C0030;AS002;741
28/01/2025;C0012;VS004;985
28/01/2025;C0021;VS001;756
28/01/2025;C0025;AS005;826
28/01/2025;C0019;CS002;340
28/01/2025;C0005;AT001;711
28/01/2025;C0010;CT003;576
29/01/2025;C0016;AS002;690
29/01/2025;C0017;CL001;462
29/01/2025;C0012;AS004;813
29/01/2025;C0008;CS002;800
29/01/2025;C0026;VS001;486
29/01/2025;C0012;CS003;985
30/01/2025;C0027;AT001;931
30/01/2025;C0005;CS001;424
30/01/2025;C0029;AT002;929
30/01/2025;C0003;VS001;154
30/01/2025;C0017;CT001;218
30/01/2025;C0018;VS004;745
31/01/2025;C0024;AS004;860
31/01/2025;C0029;VS003;345
31/01/2025;C0003;CS004;750
31/01/2025;C0012;VS001;559
31/01/2025;C0026;AT002;933
31/01/2025;C0025;AS001;219
03/02/2025;C0020;AT001;579
03/02/2025;C0023;CS001;604
03/02/2025;C0012;AS005;239
03/02/2025;C0010;AS003;924
03/02/2025;C0014;CT002;195
03/02/2025;C0018;CL001;846
04/02/2025;C0019;VS004;737
04/02/2025;C0006;VS001;196
04/02/2025;C0021;AS004;994
04/02/2025;C0007;CL001;483
04/02/2025;C0001;AL002;824
04/02/2025;C0014;VS004;472
05/02/2025;C0003;AS005;128
05/02/2025;C0016;CT002;269
05/02/2025;C0020;VS004;303
05/02/2025;C0026;CS002;420
05/02/2025;C0028;AT001;117
05/02/2025;C0003;CL001;507
06/02/2025;C0012;CS003;474
06/02/2025;C0005;AT001;356
06/02/2025;C0002;AS005;603
06/02/2025;C0008;AL001;604
06/02/2025;C0019;AS002;423
06/02/2025;C0030;AS003;425
07/02/2025;C0020;CT002;346
07/02/2025;C0030;CT002;804
07/02/2025;C0022;VS002;696
07/02/2025;C0028;CT001;797
07/02/2025;C0005;CS001;894
07/02/2025;C0026;VS001;761
10/02/2025;C0016;AS003;512
10/02/2025;C0018;CT002;941
10/02/2025;C0030;CT001;369
10/02/2025;C0015;AS003;920
10/02/2025;C0024;AT002;541
10/02/2025;C0001;CS004;457
11/02/2025;C0007;AS003;670
11/02/2025;C0007;AT001;625
11/02/2025;C0015;AS005;262
11/02/2025;C0010;CT002;783
11/02/2025;C0015;VS002;375
11/02/2025;C0025;CT001;546
12/02/2025;C0002;AL002;950
12/02/2025;C0004;AT001;212
12/02/2025;C0013;AS004;481
12/02/2025;C0030;CS003;365
12/02/2025;C0015;AT001;877
12/02/2025;C0009;CL002;471
13/02/2025;C0030;VS005;171
13/02/2025;C0019;CS002;407
13/02/2025;C0019;CL001;118
13/02/2025;C0021;CL001;809
13/02/2025;C0008;VS005;256
13/02/2025;C0025;AT002;902
14/02/2025;C0027;CT001;819
14/02/2025;C0014;CS004;971
14/02/2025;C0030;CS004;685
14/02/2025;C0013;CS003;452
14/02/2025;C0019;AT002;429
14/02/2025;C0002;AT001;719
17/02/2025;C0019;CT001;263
17/02/2025;C0029;AT002;593
17/02/2025;C0013;AL002;637
17/02/2025;C0015;CT002;459
17/02/2025;C0030;VS004;544
17/02/2025;C0030;AS002;761
18/02/2025;C0028;VS002;515
18/02/2025;C0011;CS003;534
18/02/2025;C0009;CL001;242
18/02/2025;C0020;CL002;846
18/02/2025;C0001;VS001;782
18/02/2025;C0018;CS003;319
19/02/2025;C0003;VS002;477
19/02/2025;C0009;AL001;303
19/02/2025;C0023;AS001;400
19/02/2025;C0025;CS003;390
19/02/2025;C0016;CS004;667
19/02/2025;C0015;CT003;507
20/02/2025;C0017;AS005;234
20/02/2025;C0023;VS005;345
20/02/2025;C0011;CS003;271
20/02/2025;C0015;VS001;690
20/02/2025;C0017;CT003;248
20/02/2025;C0016;CS001;444
21/02/2025;C0010;CS001;645
21/02/2025;C0003;AS002;512
21/02/2025;C0008;CL002;233
21/02/2025;C0020;VS004;237
21/02/2025;C0014;CT003;331
21/02/2025;C0013;AT002;335
24/02/2025;C0014;CL001;752
24/02/2025;C0019;AS004;980
24/02/2025;C0004;AT001;692
24/02/2025;C0016;AS002;660
24/02/2025;C0008;CS001;230
24/02/2025;C0020;CS001;804
25/02/2025;C0022;VS004;284
25/02/2025;C0018;CT003;609
25/02/2025;C0028;AS005;224
25/02/2025;C0010;AS001;558
25/02/2025;C0028;AS004;316
25/02/2025;C0028;VS004;568
26/02/2025;C0009;CS003;908
26/02/2025;C0025;AS004;989
26/02/2025;C0014;AL002;715
26/02/2025;C0024;CL001;617
26/02/2025;C0002;CT003;331
26/02/2025;C0030;AS005;690
27/02/2025;C0012;VS004;473
27/02/2025;C0030;AS004;680
27/02/2025;C0028;CL002;598
27/02/2025;C0011;CL001;972
27/02/2025;C0007;AS003;399
27/02/2025;C0016;VS004;806
28/02/2025;C0016;CT001;240
28/02/2025;C0021;AL002;125
28/02/2025;C0029;VS003;548
28/02/2025;C0004;AS003;206
28/02/2025;C0013;CT001;615
28/02/2025;C0006;VS003;427
03/03/2025;C0008;AT001;503
03/03/2025;C0006;AS003;150
03/03/2025;C0023;VS005;916
03/03/2025;C0012;AS001;340
03/03/2025;C0001;AT002;560
03/03/2025;C0013;CS003;492
04/03/2025;C0024;VS003;978
04/03/2025;C0017;CL001;775
04/03/2025;C0005;AS004;985
04/03/2025;C0002;CL002;217
04/03/2025;C0008;AS003;532
04/03/2025;C0001;AS004;475
05/03/2025;C0023;AT002;952
05/03/2025;C0004;CT001;845
05/03/2025;C0029;CT001;529
05/03/2025;C0008;VS005;528
05/03/2025;C0029;AS003;842
05/03/2025;C0002;VS002;261
06/03/2025;C0007;AT002;648
06/03/2025;C0002;AS002;165
06/03/2025;C0025;CL002;446
06/03/2025;C0004;CS001;831
06/03/2025;C0019;AT001;268
06/03/2025;C0019;CS001;887
07/03/2025;C0014;AS001;973
07/03/2025;C0014;CT002;722
07/03/2025;C0028;AL001;330
07/03/2025;C0004;VS004;415
07/03/2025;C0018;CS004;897
07/03/2025;C0008;CL001;838
10/03/2025;C0020;AS005;578
10/03/2025;C0024;VS001;846
10/03/2025;C0011;VS001;144
10/03/2025;C0003;VS003;441
10/03/2025;C0002;VS002;648
10/03/2025;C0016;CS002;384
11/03/2025;C0015;CS001;844
11/03/2025;C0009;VS001;259
11/03/2025;C0021;AT002;136
11/03/2025;C0018;VS004;799
11/03/2025;C0004;AL002;534
11/03/2025;C0008;CT001;884
12/03/2025;C0023;CS003;675
12/03/2025;C0005;AS002;647
12/03/2025;C0004;VS002;526
12/03/2025;C0013;VS005;644
12/03/2025;C0018;CS004;883
12/03/2025;C0010;AS005;372
13/03/2025;C0014;VS001;185
13/03/2025;C0005;CL002;996
13/03/2025;C0013;AS002;257
13/03/2025;C0020;AL002;922
13/03/2025;C0002;CS001;839
13/03/2025;C0020;AS002;661
14/03/2025;C0014;CS002;306
14/03/2025;C0006;CL002;964
14/03/2025;C0005;CS004;675
14/03/2025;C0015;CS003;176
14/03/2025;C0022;VS002;675
14/03/2025;C0022;AT002;134
17/03/2025;C0023;VS003;698
17/03/2025;C0005;VS004;493
17/03/2025;C0022;AS003;801
17/03/2025;C0004;VS004;887
17/03/2025;C0014;AT002;794
17/03/2025;C0024;CS004;409
18/03/2025;C0001;VS002;868
18/03/2025;C0023;AS004;227
18/03/2025;C0016;AS004;121
18/03/2025;C0020;AL001;977
18/03/2025;C0002;AS005;951
18/03/2025;C0001;VS004;524
19/03/2025;C0023;VS005;618
19/03/2025;C0005;VS002;426
19/03/2025;C0006;AS001;518
19/03/2025;C0023;CL001;364
19/03/2025;C0009;AS002;207
19/03/2025;C0011;CL002;148
20/03/2025;C0013;VS001;565
20/03/2025;C0002;AT002;956
20/03/2025;C0012;CL002;726
20/03/2025;C0029;CT002;320
20/03/2025;C0014;AL002;748
20/03/2025;C0001;CS003;450
21/03/2025;C0021;CS004;554
21/03/2025;C0011;CL002;362
21/03/2025;C0030;AS001;356
21/03/2025;C0005;CS003;548
21/03/2025;C0006;VS003;576
21/03/2025;C0008;CL002;504
24/03/2025;C0016;AS002;834
24/03/2025;C0019;CS003;413
24/03/2025;C0016;CT002;640
24/03/2025;C0029;AS001;690
24/03/2025;C0024;AL002;622
24/03/2025;C0012;CS004;693
25/03/2025;C0024;AS003;328
25/03/2025;C0021;AS003;374
25/03/2025;C0026;CL002;229
25/03/2025;C0008;CT001;660
25/03/2025;C0018;AL001;101
25/03/2025;C0010;VS002;676
26/03/2025;C0016;VS002;590
26/03/2025;C0023;VS004;962
26/03/2025;C0022;AT001;361
26/03/2025;C0010;CL002;913
26/03/2025;C0028;AS005;760
26/03/2025;C0029;VS003;206
27/03/2025;C0013;VS002;789
27/03/2025;C0009;CL002;695
27/03/2025;C0009;AS003;746
27/03/2025;C0024;CS002;828
27/03/2025;C0013;CL002;124
27/03/2025;C0013;VS003;643
28/03/2025;C0019;CS001;270
28/03/2025;C0024;AL001;321
28/03/2025;C0016;CT002;333
28/03/2025;C0005;AT002;304
28/03/2025;C0002;CT003;259
28/03/2025;C0011;CT001;985
31/03/2025;C0019;CT002;521
31/03/2025;C0010;AS003;270
31/03/2025;C0016;VS001;211
31/03/2025;C0025;CT001;920
31/03/2025;C0022;AS004;394
31/03/2025;C0020;VS002;909
01/04/2025;C0016;AS003;862
01/04/2025;C0025;VS004;911
01/04/2025;C0012;AS004;356
01/04/2025;C0019;VS001;942
01/04/2025;C0001;VS005;555
01/04/2025;C0005;VS004;213
02/04/2025;C0024;CS004;570
02/04/2025;C0027;AS003;939
02/04/2025;C0012;VS005;635
02/04/2025;C0023;CS002;271
02/04/2025;C0002;CL001;416
02/04/2025;C0023;VS003;616
03/04/2025;C0008;CL002;204
03/04/2025;C0028;VS001;970
03/04/2025;C0009;CS002;155
03/04/2025;C0023;AS005;191
03/04/2025;C0006;VS001;412
03/04/2025;C0017;CT003;308
04/04/2025;C0009;AT001;505
04/04/2025;C0014;VS002;166
04/04/2025;C0015;VS005;462
04/04/2025;C0020;VS004;931
04/04/2025;C0019;AT002;763
04/04/2025;C0028;VS001;734
07/04/2025;C0007;CT001;435
07/04/2025;C0021;CL002;910
07/04/2025;C0010;VS003;988
07/04/2025;C0009;VS003;185
07/04/2025;C0002;AS005;669
07/04/2025;C0022;CT002;267
08/04/2025;C0019;VS002;378
08/04/2025;C0002;AS002;940
08/04/2025;C0011;CT002;460
08/04/2025;C0011;AS001;785
08/04/2025;C0002;AS003;565
08/04/2025;C0006;CL002;1000
09/04/2025;C0014;CS004;168
09/04/2025;C0015;AT002;293
09/04/2025;C0006;VS003;950
09/04/2025;C0002;CS004;703
09/04/2025;C0003;VS002;432
09/04/2025;C0019;CT003;673
10/04/2025;C0008;AL001;612
10/04/2025;C0009;CT003;409
10/04/2025;C0007;VS003;562
10/04/2025;C0017;AS005;662
10/04/2025;C0020;CT003;751
10/04/2025;C0024;AS003;225
11/04/2025;C0008;VS001;459
11/04/2025;C0014;AL001;711
11/04/2025;C0016;VS002;525
11/04/2025;C0023;AS004;350
11/04/2025;C0008;CT001;230
11/04/2025;C0010;VS001;476
14/04/2025;C0006;AS003;985
14/04/2025;C0005;AS004;389
14/04/2025;C0004;VS002;485
14/04/2025;C0007;AS005;957
14/04/2025;C0020;AS001;968
14/04/2025;C0027;AS003;576
15/04/2025;C0014;AS003;762
15/04/2025;C0027;AL002;266
15/04/2025;C0015;VS004;677
15/04/2025;C0019;CT003;340
15/04/2025;C0001;CT001;887
15/04/2025;C0017;VS004;773
16/04/2025;C0005;AS002;368
16/04/2025;C0006;AT002;846
16/04/2025;C0025;CT003;347
16/04/2025;C0021;CS001;301
16/04/2025;C0012;CT001;599
16/04/2025;C0007;CL002;889
17/04/2025;C0007;CT001;100
17/04/2025;C0012;VS001;494
17/04/2025;C0025;AS001;700
17/04/2025;C0028;AS004;369
17/04/2025;C0025;AS001;391
17/04/2025;C0014;AT002;833
18/04/2025;C0024;AT001;252
18/04/2025;C0004;AS002;157
18/04/2025;C0010;CL002;833
18/04/2025;C0014;AS002;818
18/04/2025;C0005;AS005;819
18/04/2025;C0018;CS003;576
21/04/2025;C0021;AS003;167
21/04/2025;C0011;CS001;608
21/04/2025;C0002;AT002;778
21/04/2025;C0028;AS001;531
21/04/2025;C0003;AS004;621
21/04/2025;C0030;CS002;847
22/04/2025;C0023;VS005;732
22/04/2025;C0016;CT003;986
22/04/2025;C0011;VS004;557
22/04/2025;C0030;CS004;303
22/04/2025;C0022;AT001;698
22/04/2025;C0015;CT003;516
23/04/2025;C0009;CS001;109
23/04/2025;C0023;VS005;558
