Data;Cliente ID;Produto SKU;Qtde
01/01/2018;C0030; AS002 ;615
01/01/2018;C0030; AS002 ;815
01/01/2018;C0004; VS002 ;517
01/01/2018;C0027; VS002 ;782
02/01/2018;C0001; AT002 ;588
02/01/2018;C0001; AS002 ;662
02/01/2018;C0004; VS002 ;746
02/01/2018;C0027; VS002 ;500
03/01/2018;C0002; AS003 ;779
03/01/2018;C0002; AS002 ;797
03/01/2018;C0004; VS001 ;977
03/01/2018;C0015; VS001 ;809
04/01/2018;C0003; AS004 ;974
04/01/2018;C0003; AS002 ;853
04/01/2018;C0004; VS001 ;918
04/01/2018;C0015; VS001 ;768
05/01/2018;C0004; AS005 ;645
05/01/2018;C0004; AS002 ;889
05/01/2018;C0004; VS001 ;468
05/01/2018;C0015; VS001 ;604
08/01/2018;C0007; VS003 ;686
08/01/2018;C0007; AS003 ;716
08/01/2018;C0010; VS001 ;626
08/01/2018;C0015; VS001 ;741
09/01/2018;C0008; VS004 ;917
09/01/2018;C0008; AS003 ;582
09/01/2018;C0010; VS001 ;744
09/01/2018;C0015; VS001 ;815
10/01/2018;C0009; VS005 ;993
10/01/2018;C0009; AS003 ;886
10/01/2018;C0010; VS001 ;414
10/01/2018;C0015; VS001 ;402
11/01/2018;C0010; CS001 ;613
11/01/2018;C0010; AS003 ;846
11/01/2018;C0010; VS001 ;555
11/01/2018;C0015; VS001 ;452
12/01/2018;C0011; CT001 ;847
12/01/2018;C0011; AS003 ;991
12/01/2018;C0010; VS001 ;650
12/01/2018;C0015; VS001 ;515
15/01/2018;C0014; CL001 ;597
15/01/2018;C0014; AS003 ;711
15/01/2018;C0010; VS001 ;937
15/01/2018;C0007; VS001 ;777
16/01/2018;C0015; CL002 ;780
16/01/2018;C0015; AS003 ;641
16/01/2018;C0010; VS001 ;503
16/01/2018;C0007; VS001 ;647
17/01/2018;C0016; CT002 ;659
17/01/2018;C0016; AS003 ;853
17/01/2018;C0010; VS001 ;487
17/01/2018;C0007; VS001 ;867
18/01/2018;C0017; CT003 ;774
18/01/2018;C0017; AS003 ;403
18/01/2018;C0030; VS001 ;447
18/01/2018;C0007; VS001 ;462
19/01/2018;C0018; CS004 ;755
19/01/2018;C0018; AS003 ;830
19/01/2018;C0030; CT003 ;993
19/01/2018;C0007; CT003 ;646
22/01/2018;C0021; AL001 ;475
22/01/2018;C0021; AS004 ;648
